review_id_generated,review,rating,date,bank,source,app_name,app_id,review_preprocessed,sentiment_label,sentiment_score,identified_theme
502,The best app next to Tele birr in ethiopia,5,2024-01-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The best app next to Tele birr in ethiopia,POSITIVE,0.6369,General Feedback
503,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",NEGATIVE,-0.9198,Transaction Performance
504,My #1 choice,5,2024-05-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,My #1 choice,NEUTRAL,0.0,General Feedback
505,Best app to me,5,2024-10-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Best app to me,POSITIVE,0.6369,General Feedback
506,"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed: (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast: In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",5,2024-02-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",POSITIVE,0.7957,Transaction Performance
507,The worst update ever You don't deserve one star;,1,2024-05-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The worst update ever You don't deserve one star;,NEGATIVE,-0.6249,User Interface & Experience
508,"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5 thumbs_up_light_skin_tone ",POSITIVE,0.8793,Transaction Performance
509,Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Soo many bugs on this app I haven't been able to use it since I installed it very bad,NEGATIVE,-0.5849,Transaction Performance
510,It is easy to use and very fast app,5,2024-02-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is easy to use and very fast app,POSITIVE,0.4404,Transaction Performance
511,Wow what amazing,5,2024-12-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Wow what amazing,POSITIVE,0.8225,General Feedback
512,Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Verry Amazing App from all IB,POSITIVE,0.5859,General Feedback
513,The worst banking app,1,2024-07-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The worst banking app,NEGATIVE,-0.6249,General Feedback
514,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Your system is the worst you should do better enraged_face  enraged_face  enraged_face  enraged_face  enraged_face  enraged_face ,NEGATIVE,-0.296,General Feedback
515,Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Very laggy un able to make transactions Fix it,NEUTRAL,0.0,Customer Support
516,"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",NEGATIVE,-0.7506,User Interface & Experience
517,It doesn't work at all.,2,2025-01-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It doesn't work at all.,NEUTRAL,0.0,General Feedback
518,"I tried it with different phones, it only worked for about a week and then it stopped working. It needs some serious work.",1,2024-04-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"I tried it with different phones, it only worked for about a week and then it stopped working. It needs some serious work.",NEGATIVE,-0.296,General Feedback
519,Bes and freindly app,5,2024-09-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Bes and freindly app,NEUTRAL,0.0,General Feedback
520,Great service,5,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Great service,POSITIVE,0.6249,General Feedback
521,It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is Good to save time  OK_hand  OK_hand ,POSITIVE,0.7269,General Feedback
522,an exceptional banking app.,5,2025-10-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,an exceptional banking app.,NEUTRAL,0.0,General Feedback
523,it needs a timely update,5,2025-10-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,it needs a timely update,NEUTRAL,0.0,Feature Requests & General
524,BOA mobile the best App,5,2024-03-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,BOA mobile the best App,POSITIVE,0.6369,General Feedback
525,update ካረኩት ቡሃላ screenshot አላስቀምጥም ብሏል። ግን screenshot ማንሳት ጀምሯል,4,2024-02-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,update ካረኩት ቡሃላ screenshot አላስቀምጥም ብሏል። ግን screenshot ማንሳት ጀምሯል,NEUTRAL,0.0,Feature Requests & General
526,The is not functional at all?,2,2025-02-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The is not functional at all?,NEUTRAL,0.0,General Feedback
527,The updated version is nice one BOA always #1 bank,5,2024-02-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The updated version is nice one BOA always #1 bank,POSITIVE,0.4215,General Feedback
528,I have a great experience using this App,5,2024-02-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I have a great experience using this App,POSITIVE,0.6249,User Interface & Experience
529,"Such a junk application, its not working at all. Waste of time",1,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Such a junk application, its not working at all. Waste of time",NEGATIVE,-0.4215,General Feedback
530,The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The best bank in  Ethiopia ,POSITIVE,0.6369,General Feedback
531,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",NEGATIVE,-0.3506,User Interface & Experience
532,Thes is nise app,5,2024-02-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Thes is nise app,NEUTRAL,0.0,General Feedback
533,"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",NEGATIVE,-0.4581,Customer Support
534,It's much better now effoyee...,5,2024-02-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It's much better now effoyee...,POSITIVE,0.4404,General Feedback
535,Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,NEGATIVE,-0.477,Transaction Performance
536,What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,NEUTRAL,0.0,General Feedback
537,Tnx for updating the app its easy and fadt,5,2024-02-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Tnx for updating the app its easy and fadt,POSITIVE,0.6124,General Feedback
538,very good app i ever used,5,2025-09-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,very good app i ever used,POSITIVE,0.4927,General Feedback
539,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",NEGATIVE,-0.9312,Transaction Performance
540,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",POSITIVE,0.2732,Transaction Performance
541,I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,3,2024-02-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,NEUTRAL,0.0,Feature Requests & General
542,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,POSITIVE,0.25,General Feedback
543,Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,NEUTRAL,0.0,Feature Requests & General
544,It demands to disable developer option.,1,2024-06-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It demands to disable developer option.,NEUTRAL,0.0,General Feedback
545,Always crashes,1,2024-03-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Always crashes,NEUTRAL,0.0,General Feedback
546,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path folded_hands ",POSITIVE,0.7757,General Feedback
547,This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This app is going to the worest boa app ever enraged_face  It crushes every time login.,NEGATIVE,-0.4404,General Feedback
548,It is good,5,2024-05-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is good,POSITIVE,0.4404,General Feedback
549,Best application👍Thank you ! Abyssinia bank.,5,2024-01-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Best application thumbs_up Thank you ! Abyssinia bank.,POSITIVE,0.7901,Feature Requests & General
550,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,what awesome apps. it is very simple to use and more much important apps.,POSITIVE,0.7334,User Interface & Experience
551,Good appp,1,2024-05-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Good appp,POSITIVE,0.4404,General Feedback
552,Yet another useless app,1,2024-04-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Yet another useless app,NEGATIVE,-0.4215,General Feedback
553,Exceptional service,5,2024-05-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Exceptional service,NEUTRAL,0.0,General Feedback
554,Good application,5,2024-05-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Good application,POSITIVE,0.4404,General Feedback
555,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It doesn't work on my 2 devices A05 and A34  enraged_face ,NEUTRAL,0.0,General Feedback
556,Good app,5,2024-11-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Good app,POSITIVE,0.4404,General Feedback
557,the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,the worst app ever to exist in a bank history,NEGATIVE,-0.6249,General Feedback
558,The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,1,2024-03-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,POSITIVE,0.3094,General Feedback
559,This application isn't working properly,1,2024-05-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This application isn't working properly,NEUTRAL,0.0,General Feedback
560,best banking app in the wworld,5,2025-02-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,best banking app in the wworld,POSITIVE,0.6369,General Feedback
561,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,NEGATIVE,-0.8464,General Feedback
562,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,NEUTRAL,0.0,Transaction Performance
563,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",POSITIVE,0.6542,General Feedback
564,Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Nice looking app but a terrible user experience.,NEGATIVE,-0.5023,User Interface & Experience
565,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",NEGATIVE,-0.2411,General Feedback
566,This app is trash,1,2024-05-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This app is trash,NEUTRAL,0.0,General Feedback
567,Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,NEGATIVE,-0.4019,General Feedback
568,"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"It is so bad apps ,it doesn't work",NEGATIVE,-0.6696,General Feedback
569,To get good quality,5,2024-07-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,To get good quality,POSITIVE,0.4404,General Feedback
570,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Update to the simplest way it requires the developer option on and off why this is,NEUTRAL,0.0,Feature Requests & General
571,Only problem is often it has connectivity issues.,5,2024-04-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Only problem is often it has connectivity issues.,NEGATIVE,-0.4019,General Feedback
572,Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Horrible customer service and app crashes Horrible!!,NEGATIVE,-0.8217,Customer Support
573,It is always crushing it loged me out all the time,1,2024-04-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is always crushing it loged me out all the time,NEGATIVE,-0.3612,General Feedback
574,It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It's very good but sometimes isn't work probably,POSITIVE,0.2724,General Feedback
575,"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",1,2024-04-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",NEGATIVE,-0.4767,General Feedback
576,Perfect app,5,2024-01-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Perfect app,POSITIVE,0.5719,General Feedback
577,Amaizing Bank in Etthiopia,5,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Amaizing Bank in Etthiopia,NEUTRAL,0.0,General Feedback
578,this app is not available,1,2025-01-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,this app is not available,NEUTRAL,0.0,General Feedback
579,Not reliable always with some issues,1,2024-04-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Not reliable always with some issues,NEUTRAL,0.0,General Feedback
580,but not opening on android,4,2025-05-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,but not opening on android,NEUTRAL,0.0,General Feedback
581,This upper is very slow,5,2024-01-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This upper is very slow,NEUTRAL,0.0,Transaction Performance
582,Pic new,5,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Pic new,NEUTRAL,0.0,General Feedback
583,Great,5,2024-08-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Great,POSITIVE,0.6249,General Feedback
584,Gooood app my dear,5,2024-08-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Gooood app my dear,POSITIVE,0.3818,General Feedback
585,Wow! Thanks BoA,5,2024-03-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Wow! Thanks BoA,POSITIVE,0.7901,General Feedback
586,Very good app,5,2024-07-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Very good app,POSITIVE,0.4927,General Feedback
587,Excited by your service,5,2024-06-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Excited by your service,POSITIVE,0.34,General Feedback
588,"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",NEGATIVE,-0.0572,Customer Support
589,it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,it can't even open and only display error messages,NEGATIVE,-0.4019,General Feedback
590,Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,NEGATIVE,-0.3382,Transaction Performance
591,App is any updates why?,5,2024-05-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,App is any updates why?,NEUTRAL,0.0,General Feedback
592,"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",POSITIVE,0.9035,Transaction Performance
593,exellent digital transaction of money,5,2024-11-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,exellent digital transaction of money,NEUTRAL,0.0,General Feedback
594,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",NEGATIVE,-0.8491,Customer Support
595,Vary good app,5,2024-04-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Vary good app,POSITIVE,0.4404,General Feedback
596,In Ethiopia pest Bank,5,2024-04-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,In Ethiopia pest Bank,NEUTRAL,0.0,General Feedback
597,poor performance,1,2024-04-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,poor performance,NEGATIVE,-0.4767,General Feedback
598,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,NEGATIVE,-0.2263,General Feedback
599,It's a useless app,1,2024-08-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It's a useless app,NEGATIVE,-0.4215,General Feedback
600,It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It takes a very long time to log in please fix,POSITIVE,0.3182,Customer Support
601,This app is a good app,5,2024-03-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This app is a good app,POSITIVE,0.4404,General Feedback
602,Not work this app ...what is the problem,1,2024-04-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Not work this app ...what is the problem,NEGATIVE,-0.4019,General Feedback
603,It's always crushing,1,2025-10-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It's always crushing,NEGATIVE,-0.3612,General Feedback
604,Loved it,5,2025-03-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Loved it,POSITIVE,0.5994,General Feedback
605,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,NEUTRAL,0.0,Transaction Performance
606,Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Worst application relative to other Ethiopia mobile banking app,NEGATIVE,-0.6249,General Feedback
607,"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Best app, somehow waiting a few minutes",POSITIVE,0.6369,General Feedback
608,Bank of abissena,1,2024-12-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Bank of abissena,NEUTRAL,0.0,General Feedback
609,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,NEGATIVE,-0.4215,Customer Support
610,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,NEGATIVE,-0.8834,User Interface & Experience
611,thank you,5,2025-04-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,thank you,POSITIVE,0.3612,Feature Requests & General
612,Boa ... The best,5,2024-04-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Boa ... The best,POSITIVE,0.6369,General Feedback
613,I can log in from any where,5,2025-07-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I can log in from any where,NEUTRAL,0.0,General Feedback
614,"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",NEGATIVE,-0.68,General Feedback
615,Best of best,5,2025-10-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Best of best,POSITIVE,0.8555,General Feedback
616,it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,it just doesn't work...so frustrating,POSITIVE,0.3412,General Feedback
617,Abissiniya bank one of the best for giving the future,5,2024-04-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Abissiniya bank one of the best for giving the future,POSITIVE,0.765,Feature Requests & General
618,"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",NEGATIVE,-0.9123,Customer Support
619,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking, smiling_face_with_hearts  smiling_face_with_hearts  smiling_face_with_hearts  smiling_face_with_hearts  smiling_face_with_hearts  app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,POSITIVE,0.9142,General Feedback
620,"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Riddled with crashes, cant use it anymore. Very frustrating!",NEGATIVE,-0.54,General Feedback
621,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,NEGATIVE,-0.1415,Transaction Performance
